UserId,Age,Address,Gender,UserType,TransactionId,ItemId,Quantity,Value,Location,ProductCategory,year,month,date,Timestamp_,Parsed_Date,Label,churnPeriod
2105346,24,FL,F,Value,1215554,212155541,2,150,Fleming Island,Apparels,2021,12,31,2021-12-31,2021-12-31,Churner,21
2105346,24,FL,F,Value,1216546,212165461,2,180,Ponte Vedra Beach,Consumer Electronics,2021,12,31,2021-12-31,2021-12-31,Churner,21
2105346,24,FL,F,Value,1216591,212165911,2,29,Bostwick,Footwear,2021,12,31,2021-12-31,2021-12-31,Churner,21
2105346,24,FL,F,Value,1217250,212172501,2,200,Branford,Food,2021,12,31,2021-12-31,2021-12-31,Churner,21
2105346,24,FL,F,Value,1217260,212172601,2,140,Bryceville,Health & Beauty Supplements,2021,12,31,2021-12-31,2021-12-31,Churner,21
2105346,24,FL,F,Value,1217264,212172641,3,11,Callahan,Jwellary,2021,12,31,2021-12-31,2021-12-31,Churner,21
2105346,24,FL,F,Value,1217323,212173231,2,34,Day,Books,2021,12,31,2021-12-31,2021-12-31,Churner,21
2105346,24,FL,F,Value,1218255,212182551,2,37,Lake City,Mobile Phones,2021,12,31,2021-12-31,2021-12-31,Churner,21
2085921,28,HI,M,Inspiration,928375,29283751,6,401,Aiea,Apparels,2021,11,15,2021-11-15,2021-11-15,Nonchurner,21
2085921,28,HI,M,Inspiration,1589715,215897151,3,27,Anahola,Consumer Electronics,2022,2,23,2022-02-23,2022-02-23,Nonchurner,21
2085921,28,HI,M,Inspiration,1591343,215913431,7,475,Captain Cook,Footwear,2022,2,23,2022-02-23,2022-02-23,Nonchurner,21
2085921,28,HI,M,Inspiration,1591491,215914911,2,57,Eleele,Food,2022,2,23,2022-02-23,2022-02-23,Nonchurner,21
1976718,22,DC,F,Value,1267779,212677791,2,190,Washington,Apparels,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1268727,212687271,2,46,Naval Anacost Annex,Consumer Electronics,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1269320,212693201,3,55,Washington Navy Yard,Footwear,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1269441,212694411,6,141,Parcel Return Service,Food,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1269817,212698171,2,126,Washington,Health & Beauty Supplements,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1270041,212700411,2,53,Naval Anacost Annex,Jwellary,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1270119,212701191,2,46,Washington Navy Yard,Books,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1270462,212704621,11,131,Parcel Return Service,Mobile Phones,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1270739,212707391,2,59,Washington,Fashion Accessories,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1271767,212717671,3,45,Naval Anacost Annex,Home Decor,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1274769,212747691,2,17,Washington Navy Yard,Kitchen & Home Appliances,2022,1,9,2022-01-09,2022-01-09,Churner,21
1976718,22,DC,F,Value,1380644,213806441,6,446,Parcel Return Service,Toys & Games,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1380762,213807621,2,86,Washington,Apparels,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1381138,213811381,2,349,Naval Anacost Annex,Consumer Electronics,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1381448,213814481,2,38,Washington Navy Yard,Footwear,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1381580,213815801,7,145,Parcel Return Service,Food,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1381838,213818381,2,106,Washington,Health & Beauty Supplements,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1381895,213818951,5,221,Naval Anacost Annex,Jwellary,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382036,213820361,2,61,Washington Navy Yard,Books,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382040,213820401,2,140,Parcel Return Service,Mobile Phones,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382055,213820551,2,46,Washington,Fashion Accessories,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382117,213821171,2,133,Naval Anacost Annex,Home Decor,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382136,213821361,2,53,Washington Navy Yard,Kitchen & Home Appliances,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382149,213821491,2,38,Parcel Return Service,Toys & Games,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382241,213822411,2,70,Washington,Apparels,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382347,213823471,7,145,Naval Anacost Annex,Consumer Electronics,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382373,213823731,2,41,Washington Navy Yard,Footwear,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382473,213824731,2,95,Parcel Return Service,Food,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382522,213825221,2,460,Washington,Health & Beauty Supplements,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382592,213825921,2,39,Naval Anacost Annex,Jwellary,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382805,213828051,2,220,Washington Navy Yard,Books,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382915,213829151,2,41,Parcel Return Service,Mobile Phones,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1382928,213829281,2,426,Washington,Fashion Accessories,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1383121,213831211,3,91,Naval Anacost Annex,Home Decor,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1383190,213831901,2,129,Washington Navy Yard,Kitchen & Home Appliances,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1383421,213834211,2,79,Parcel Return Service,Toys & Games,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1383456,213834561,2,55,Washington,Apparels,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1383601,213836011,2,210,Naval Anacost Annex,Consumer Electronics,2022,1,22,2022-01-22,2022-01-22,Churner,21
1976718,22,DC,F,Value,1383722,213837221,2,106,Washington Navy Yard,Footwear,2022,1,22,2022-01-22,2022-01-22,Churner,21
768536,18,AL,F,Fast,960214,29602141,5,397,Moody,Apparels,2021,11,20,2021-11-20,2021-11-20,Nonchurner,21
768536,18,AL,F,Fast,1158422,211584221,2,120,Adamsville,Consumer Electronics,2021,12,17,2021-12-17,2021-12-17,Nonchurner,21
768536,18,AL,F,Fast,1158724,211587241,2,40,Adger,Footwear,2021,12,17,2021-12-17,2021-12-17,Nonchurner,21
768536,18,AL,F,Fast,1158940,211589401,2,39,Alabaster,Apparels,2021,12,17,2021-12-17,2021-12-17,Nonchurner,21
768536,18,AL,F,Fast,1158949,211589491,2,31,Alexander City,Consumer Electronics,2021,12,17,2021-12-17,2021-12-17,Nonchurner,21
768536,18,AL,F,Fast,1159849,211598491,2,64,Allgood,Footwear,2021,12,17,2021-12-17,2021-12-17,Nonchurner,21
768536,18,AL,F,Fast,1160081,211600811,2,70,Alpine,Apparels,2021,12,17,2021-12-17,2021-12-17,Nonchurner,21
768536,18,AL,F,Fast,1225305,212253051,2,271,Alton,Consumer Electronics,2022,1,14,2022-01-14,2022-01-14,Nonchurner,21
768536,18,AL,F,Fast,1225659,212256591,2,116,Arab,Footwear,2022,1,14,2022-01-14,2022-01-14,Nonchurner,21
768536,18,AL,F,Fast,1225868,212258681,2,426,Baileyton,Apparels,2022,1,14,2022-01-14,2022-01-14,Nonchurner,21
768536,18,AL,F,Fast,1226452,212264521,3,191,Bessemer,Consumer Electronics,2022,1,14,2022-01-14,2022-01-14,Nonchurner,21
768536,18,AL,F,Fast,1579955,215799551,2,46,Blountsville,Footwear,2022,2,21,2022-02-21,2022-02-21,Nonchurner,21
768536,18,AL,F,Fast,1581358,215813581,5,437,Bon Air,Apparels,2022,2,21,2022-02-21,2022-02-21,Nonchurner,21
768536,18,AL,F,Fast,1627731,216277311,2,25,Bremen,Consumer Electronics,2022,2,28,2022-02-28,2022-02-28,Nonchurner,21
1895118,24,FL,F,Value,1151504,211515041,3,179,Fleming Island,Apparels,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1151861,211518611,2,39,Ponte Vedra Beach,Consumer Electronics,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1152180,211521801,2,24,Bostwick,Footwear,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1152514,211525141,2,23,Branford,Food,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1152759,211527591,2,98,Bryceville,Health & Beauty Supplements,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1153146,211531461,2,23,Callahan,Jwellary,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1153210,211532101,2,49,Day,Books,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1153433,211534331,2,33,Lake City,Mobile Phones,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1153655,211536551,2,23,Raiford,Fashion Accessories,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1153876,211538761,2,50,Doctors Inlet,Home Decor,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1154642,211546421,2,36,Elkton,Apparels,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1154806,211548061,3,171,Fernandina Beach,Consumer Electronics,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1155928,211559281,2,85,Fort White,Footwear,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1155939,211559391,2,23,Glen Saint Mary,Food,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1155953,211559531,2,230,Yulee,Health & Beauty Supplements,2021,12,16,2021-12-16,2021-12-16,Churner,21
1895118,24,FL,F,Value,1486208,214862081,2,63,Graham,Jwellary,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1486542,214865421,2,85,Green Cove Springs,Books,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1487706,214877061,2,83,Hampton,Mobile Phones,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1487820,214878201,2,26,Hilliard,Fashion Accessories,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1487911,214879111,2,26,Middleburg,Home Decor,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1487919,214879191,2,66,Jasper,Apparels,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1487969,214879691,2,87,Jennings,Consumer Electronics,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1488001,214880011,2,46,Lake Butler,Footwear,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1488092,214880921,2,60,Lawtey,Food,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1488184,214881841,2,130,Lee,Health & Beauty Supplements,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1488342,214883421,2,66,Live Oak,Jwellary,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1488475,214884751,2,54,Lulu,Books,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1488580,214885801,2,22,Mc Alpin,Mobile Phones,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1488905,214889051,4,55,Macclenny,Fashion Accessories,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1489170,214891701,2,39,Orange Park,Home Decor,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1489281,214892811,2,50,Mayo,Apparels,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1489289,214892891,3,99,O Brien,Consumer Electronics,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1489536,214895361,2,30,Olustee,Footwear,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1489757,214897571,3,19,Penney Farms,Food,2022,2,5,2022-02-05,2022-02-05,Churner,21
1895118,24,FL,F,Value,1490332,214903321,2,65,Saint Augustine,Health & Beauty Supplements,2022,2,5,2022-02-05,2022-02-05,Churner,21
1587808,36,ME,M,Value,1173703,211737031,3,151,Berwick,Apparels,2021,12,18,2021-12-18,2021-12-18,Nonchurner,21
1587808,36,ME,M,Value,1211578,212115781,3,125,Cape Neddick,Consumer Electronics,2021,12,31,2021-12-31,2021-12-31,Nonchurner,21
1587808,36,ME,M,Value,1377282,213772821,2,57,Eliot,Footwear,2022,1,22,2022-01-22,2022-01-22,Nonchurner,21
1587808,36,ME,M,Value,1377815,213778151,4,64,Kittery,Food,2022,1,22,2022-01-22,2022-01-22,Nonchurner,21
1587808,36,ME,M,Value,1377925,213779251,2,120,Kittery Point,Apparels,2022,1,22,2022-01-22,2022-01-22,Nonchurner,21
1587808,36,ME,M,Value,1377938,213779381,6,199,North Berwick,Consumer Electronics,2022,1,22,2022-01-22,2022-01-22,Nonchurner,21
1587808,36,ME,M,Value,1378478,213784781,13,263,Ogunquit,Footwear,2022,1,22,2022-01-22,2022-01-22,Nonchurner,21
1587808,36,ME,M,Value,1378986,213789861,4,121,South Berwick,Food,2022,1,22,2022-01-22,2022-01-22,Nonchurner,21
1587808,36,ME,M,Value,1379567,213795671,6,201,York,Apparels,2022,1,22,2022-01-22,2022-01-22,Nonchurner,21
1587808,36,ME,M,Value,1391604,213916041,2,25,York Beach,Consumer Electronics,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1392766,213927661,2,79,York Harbor,Footwear,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1393240,213932401,4,54,Acton,Food,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1393310,213933101,4,277,Alfred,Apparels,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1393414,213934141,3,77,Bailey Island,Consumer Electronics,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1394385,213943851,4,52,Bar Mills,Footwear,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1395287,213952871,3,81,Biddeford,Food,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1395292,213952921,3,54,Biddeford Pool,Apparels,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1395484,213954841,2,29,Bowdoinham,Consumer Electronics,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1395916,213959161,2,38,Bridgton,Footwear,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1395984,213959841,2,76,Brownfield,Food,2022,1,23,2022-01-23,2022-01-23,Nonchurner,21
1587808,36,ME,M,Value,1533445,215334451,2,460,Brunswick,Apparels,2022,2,15,2022-02-15,2022-02-15,Nonchurner,21
1587808,36,ME,M,Value,1533685,215336851,2,140,Bustins Island,Consumer Electronics,2022,2,15,2022-02-15,2022-02-15,Nonchurner,21
1587808,36,ME,M,Value,1535117,215351171,2,620,Cape Porpoise,Footwear,2022,2,15,2022-02-15,2022-02-15,Nonchurner,21
1587808,36,ME,M,Value,1535277,215352771,2,136,Casco,Food,2022,2,15,2022-02-15,2022-02-15,Nonchurner,21
1587808,36,ME,M,Value,1587665,215876651,5,77,Center Lovell,Apparels,2022,2,23,2022-02-23,2022-02-23,Nonchurner,21
1587808,36,ME,M,Value,1587999,215879991,5,53,Chebeague Island,Consumer Electronics,2022,2,23,2022-02-23,2022-02-23,Nonchurner,21
1587808,36,ME,M,Value,1588634,215886341,3,123,Cliff Island,Footwear,2022,2,23,2022-02-23,2022-02-23,Nonchurner,21
1587808,36,ME,M,Value,1588818,215888181,3,171,Cornish,Food,2022,2,23,2022-02-23,2022-02-23,Nonchurner,21
1587808,36,ME,M,Value,1589269,215892691,4,898,Cumberland Center,Apparels,2022,2,23,2022-02-23,2022-02-23,Nonchurner,21
1587808,36,ME,M,Value,1589385,215893851,3,173,Denmark,Consumer Electronics,2022,2,23,2022-02-23,2022-02-23,Nonchurner,21
1853101,22,DC,F,Value,858775,28587751,2,33,Washington,Apparels,2021,11,6,2021-11-06,2021-11-06,Churner,21
1853101,22,DC,F,Value,858879,28588791,2,169,Naval Anacost Annex,Consumer Electronics,2021,11,6,2021-11-06,2021-11-06,Churner,21
1853101,22,DC,F,Value,859775,28597751,2,33,Washington Navy Yard,Footwear,2021,11,6,2021-11-06,2021-11-06,Churner,21
1853101,22,DC,F,Value,860144,28601441,2,30,Parcel Return Service,Food,2021,11,6,2021-11-06,2021-11-06,Churner,21
1853101,22,DC,F,Value,860300,28603001,2,180,Washington,Health & Beauty Supplements,2021,11,6,2021-11-06,2021-11-06,Churner,21
2158359,20,CA,F,Fast,968380,29683801,2,380,Los Angeles,Apparels,2021,11,22,2021-11-22,2021-11-22,Churner,21
2158359,20,CA,F,Fast,968381,29683811,2,26,West Hollywood,Consumer Electronics,2021,11,22,2021-11-22,2021-11-22,Churner,21
2158359,20,CA,F,Fast,968706,29687061,2,63,Dodgertown,Footwear,2021,11,22,2021-11-22,2021-11-22,Churner,21
2158359,20,CA,F,Fast,969578,29695781,2,49,Playa Vista,Food,2021,11,22,2021-11-22,2021-11-22,Churner,21
2158359,20,CA,F,Fast,969793,29697931,2,93,Bell Gardens,Health & Beauty Supplements,2021,11,22,2021-11-22,2021-11-22,Churner,21
1950893,24,FL,F,Value,831081,28310811,3,49,Fleming Island,Apparels,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,831503,28315031,2,17,Ponte Vedra Beach,Consumer Electronics,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,831516,28315161,2,29,Bostwick,Footwear,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,831835,28318351,4,76,Branford,Food,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,831849,28318491,2,125,Bryceville,Health & Beauty Supplements,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,831943,28319431,4,466,Callahan,Jwellary,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,832052,28320521,2,76,Day,Books,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,832286,28322861,3,159,Lake City,Mobile Phones,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,832296,28322961,3,779,Raiford,Fashion Accessories,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,832315,28323151,4,358,Doctors Inlet,Home Decor,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,832401,28324011,2,76,Elkton,Apparels,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,832490,28324901,2,186,Fernandina Beach,Consumer Electronics,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,832497,28324971,3,101,Fort White,Footwear,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,832598,28325981,3,157,Glen Saint Mary,Food,2021,11,3,2021-11-03,2021-11-03,Nonchurner,21
1950893,24,FL,F,Value,1241990,212419901,2,82,Yulee,Health & Beauty Supplements,2022,1,16,2022-01-16,2022-01-16,Nonchurner,21
1950893,24,FL,F,Value,1243682,212436821,2,95,Graham,Jwellary,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1243716,212437161,2,63,Green Cove Springs,Books,2022,1,16,2022-01-16,2022-01-16,Nonchurner,21
1950893,24,FL,F,Value,1243778,212437781,2,72,Hampton,Mobile Phones,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1243985,212439851,2,57,Hilliard,Fashion Accessories,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
1950893,24,FL,F,Value,1244334,212443341,2,63,Middleburg,Home Decor,2022,1,13,2022-01-13,2022-01-13,Nonchurner,21
